-1.385668754577636719e+01,-9.593531608581542969e+00,-1.161639595031738281e+01,-1.065711212158203125e+01,-2.055486679077148438e+01,-1.163604545593261719e+01,7.754699660189601218e-11,7.754699660189601218e-11,8.847784000000000000e+06
-9.097532272338867188e+00,-2.460145473480224609e+00,-6.603860378265380859e+00,-1.051548099517822266e+01,-9.260346412658691406e+00,-1.047097015380859375e+01,1.891496265171710434e-10,1.891496265171710434e-10,8.847792000000000000e+06
-6.199548244476318359e+00,-1.819680809974670410e+00,-3.196569919586181641e+00,-1.009580516815185547e+01,-2.246891021728515625e+00,-1.067797374725341797e+01,8.296658499107323337e-11,8.296658499107323337e-11,8.847800000000000000e+06
-3.136237382888793945e+00,-2.265424013137817383e+00,7.096869349479675293e-01,-2.971096038818359375e+00,5.709755420684814453e-01,-4.275959491729736328e+00,4.473458756204529152e-11,4.473458756204529152e-11,8.847808000000000000e+06
6.267642974853515625e+00,2.756223440170288086e+00,8.629809379577636719e+00,5.014015197753906250e+00,1.263296413421630859e+01,4.884673118591308594e+00,1.863162540916007970e-10,1.863162540916007970e-10,8.847816000000000000e+06
1.482562446594238281e+01,3.523220300674438477e+00,1.473656845092773438e+01,4.779987335205078125e+00,2.398849868774414062e+01,4.405516624450683594e+00,-7.004178487202139536e-11,-7.004178487202139536e-11,8.847824000000000000e+06
1.199459171295166016e+01,-1.990415930747985840e+00,1.268893718719482422e+01,8.322976827621459961e-01,1.682102394104003906e+01,-8.430095911026000977e-01,2.411057464790644644e-11,2.411057464790644644e-11,8.847831000000000000e+06
5.002704143524169922e+00,-7.505745291709899902e-01,6.860931396484375000e+00,3.056736946105957031e+00,3.515802621841430664e+00,3.169051110744476318e-01,6.401142810252835602e-11,6.401142810252835602e-11,8.847839000000000000e+06
5.056032657623291016e+00,8.370668411254882812e+00,5.164537429809570312e+00,1.037995052337646484e+01,3.576960325241088867e+00,7.739703178405761719e+00,-9.324060273874223981e-11,-9.324060273874223981e-11,8.847847000000000000e+06
4.306318759918212891e+00,8.804443359375000000e+00,2.987615823745727539e+00,1.067778587341308594e+01,4.224508285522460938e+00,1.169193172454833984e+01,-1.243642428622182550e-11,-1.243642428622182550e-11,8.847855000000000000e+06
9.252102971076965332e-01,-1.494331955909729004e+00,-8.506356477737426758e-01,1.996690034866333008e+00,-2.161454200744628906e+00,4.890187263488769531e+00,-1.050096398724775781e-10,-1.050096398724775781e-10,8.847863000000000000e+06
6.992654800415039062e+00,-4.441859245300292969e+00,2.933894872665405273e+00,-6.394157409667968750e-01,1.067828536033630371e+00,-2.135655164718627930e+00,-1.221598933121015307e-10,-1.221598933121015307e-10,8.847871000000000000e+06
1.884653663635253906e+01,5.674396038055419922e+00,1.327266788482666016e+01,1.021763038635253906e+01,1.633377075195312500e+01,6.604278087615966797e+00,7.500867288401380506e-11,7.500867288401380506e-11,8.847879000000000000e+06
1.943562507629394531e+01,1.245631408691406250e+01,1.567860889434814453e+01,1.749548149108886719e+01,2.158215713500976562e+01,1.663477325439453125e+01,-1.679482664052045493e-10,-1.679482664052045493e-10,8.847887000000000000e+06
4.509546756744384766e+00,5.225741386413574219e+00,2.477563858032226562e+00,7.923862934112548828e+00,3.824360132217407227e+00,8.650501251220703125e+00,-7.505843169219872379e-11,-7.505843169219872379e-11,8.847895000000000000e+06
-6.755679130554199219e+00,-4.315634250640869141e+00,-8.413883209228515625e+00,-1.632731080055236816e+00,-9.693985939025878906e+00,1.646963357925415039e+00,-1.061638069121961792e-10,-1.061638069121961792e-10,8.847903000000000000e+06
-3.442120075225830078e+00,-6.091315746307373047e+00,-5.277947425842285156e+00,5.129613876342773438e-01,-2.348032474517822266e+00,5.296998977661132812e+00,-1.820377876216028312e-10,-1.820377876216028312e-10,8.847911000000000000e+06
-4.176624119281768799e-01,-4.391425609588623047e+00,-2.556482315063476562e+00,2.360766172409057617e+00,1.347227215766906738e+00,3.331905364990234375e+00,-6.259692764132296361e-11,-6.259692764132296361e-11,8.847919000000000000e+06
-1.998609304428100586e+00,-2.884387731552124023e+00,-3.971366643905639648e+00,1.826214313507080078e+00,-2.361150264739990234e+00,1.197594404220581055e+00,-5.739564726270351969e-11,-5.739564726270351969e-11,8.847927000000000000e+06
3.877069652080535889e-01,-3.077074527740478516e+00,-2.577299118041992188e+00,2.782088041305541992e+00,1.507699608802795410e+00,3.936574697494506836e+00,-5.795814349285333122e-12,-5.795814349285333122e-12,8.847935000000000000e+06
3.331038951873779297e+00,-2.611294507980346680e+00,-1.706960916519165039e+00,-1.270515322685241699e+00,4.553133964538574219e+00,-6.122483015060424805e-01,1.848186048647448843e-10,1.848186048647448843e-10,8.847943000000000000e+06
